title,budget,popularity,release_date,revenue,release_year,budget_milhoes,revenue_milhoes
I Like It Like That,0,0.289295,1994-10-14,1777020.0,1994,0.0,1.78
I Love Trouble,45000000,3.570874,1994-06-29,61947267.0,1994,45.0,61.95
It Could Happen to You,0,11.272073,1994-07-29,0.0,1994,0.0,0.0
The Jungle Book,0,10.714235,1994-12-23,0.0,1994,0.0,0.0
"The Wonderful, Horrible Life of Leni Riefenstahl",0,0.568884,1993-09-11,449707.0,1993,0.0,0.45
The Lion King,45000000,21.605761,1994-06-23,788241776.0,1994,45.0,788.24
Little Buddha,35000000,5.681522,1993-12-01,4858139.0,1993,35.0,4.86
New Nightmare,14000000,9.860522,1994-10-13,18090181.0,1994,14.0,18.09
The Mask,23000000,14.13488,1994-07-29,351583407.0,1994,23.0,351.58
Maverick,0,15.050326,1994-05-20,0.0,1994,0.0,0.0
Mrs. Parker and the Vicious Circle,0,4.739054,1994-09-07,0.0,1994,0.0,0.0
The Naked Gun 33⅓: The Final Insult,30000000,10.587232,1994-03-18,51132598.0,1994,30.0,51.13
The Paper,6000000,4.006063,1994-03-18,0.0,1994,6.0,0.0
Reality Bites,11500000,6.514592,1994-02-18,20079850.0,1994,11.5,20.08
Red Rock West,8000000,5.137903,1993-07-08,2000000.0,1993,8.0,2.0
Ri¢hie Ri¢h,40000000,6.595255,1994-12-19,0.0,1994,40.0,0.0
Safe Passage,0,4.931565,1994-12-01,0.0,1994,0.0,0.0
The River Wild,45000000,10.511241,1994-09-30,0.0,1994,45.0,0.0
Speed,30000000,10.859292,1994-06-09,350448145.0,1994,30.0,350.45
Speechless,0,2.334226,1994-12-16,0.0,1994,0.0,0.0
Timecop,27000000,8.907074,1994-09-15,101646581.0,1994,27.0,101.65
True Lies,115000000,11.396099,1994-07-14,378882411.0,1994,115.0,378.88
When a Man Loves a Woman,0,4.322544,1994-04-29,50021959.0,1994,0.0,50.02
Wolf,0,14.063845,1994-06-17,0.0,1994,0.0,0.0
Wyatt Earp,63000000,9.277147,1994-06-24,25052000.0,1994,63.0,25.05
Bad Company,0,0.912415,1995-01-20,0.0,1995,0.0,0.0
A Man of No Importance,0,0.406113,1994-12-22,953.0,1994,0.0,0.0
S.F.W.,0,2.504529,1994-09-15,0.0,1994,0.0,0.0
A Low Down Dirty Shame,10000000,3.021526,1994-11-23,29392418.0,1994,10.0,29.39
"Boys Life: Three Stories of Love, Lust, and Liberation",0,0.054148,1994-09-30,0.0,1994,0.0,0.0
Colonel Chabert,0,0.934312,1994-01-01,0.0,1994,0.0,0.0
"Faster, Pussycat! Kill! Kill!",45000,4.220541,1965-08-06,0.0,1965,0.04,0.0
Jason's Lyric,7000000,0.912909,1994-09-28,20851521.0,1994,7.0,20.85
The Secret Adventures of Tom Thumb,0,0.381704,1993-12-10,0.0,1993,0.0,0.0
Street Fighter,35000000,13.58449,1994-12-22,99423521.0,1994,35.0,99.42
Coldblooded,0,2.342756,1995-09-15,0.0,1995,0.0,0.0
Desert Winds,0,0.251223,1997-12-31,0.0,1997,0.0,0.0
Fall Time,0,1.108494,1995-05-13,0.0,1995,0.0,0.0
The Fear,0,0.268043,1995-01-20,0.0,1995,0.0,0.0
Frank and Ollie,0,0.142357,1995-10-20,0.0,1995,0.0,0.0
Girl in the Cadillac,0,0.405392,1995-10-24,0.0,1995,0.0,0.0
Homage,0,0.014925,1995-05-03,0.0,1995,0.0,0.0
Mirage,0,0.302957,1995-11-21,0.0,1995,0.0,0.0
Open Season,0,0.012456,1996-05-03,0.0,1996,0.0,0.0
Dos Crímenes,0,0.233376,1995-05-26,0.0,1995,0.0,0.0
Brother Minister: The Assassination of Malcolm X,0,0.0368,1995-03-01,0.0,1995,0.0,0.0
Highlander: The Final Dimension,26000000,6.866634,1994-11-29,36800000.0,1994,26.0,36.8
Federal Hill,0,0.100685,1995-02-24,0.0,1995,0.0,0.0
In the Mouth of Madness,8000000,8.497643,1994-12-12,8946600.0,1994,8.0,8.95
8 Seconds,0,1.888534,1994-02-25,0.0,1994,0.0,0.0
Above the Rim,0,4.38154,1994-03-23,0.0,1994,0.0,0.0
Addams Family Values,0,17.555909,1993-11-19,48919043.0,1993,0.0,48.92
Martin Lawrence: You So Crazy,0,0.394194,1994-04-27,0.0,1994,0.0,0.0
The Age of Innocence,34000000,8.013617,1993-09-17,32255440.0,1993,34.0,32.26
Airheads,0,7.09232,1994-08-05,0.0,1994,0.0,0.0
The Air Up There,17080000,1.896273,1994-01-07,21011500.0,1994,17.08,21.01
Another Stakeout,0,12.967239,1993-07-22,0.0,1993,0.0,0.0
Bad Girls,0,14.644772,1994-04-22,15240435.0,1994,0.0,15.24
Barcelona,3200000,1.632711,1994-07-29,0.0,1994,3.2,0.0
Being Human,40000000,2.783872,1994-05-06,0.0,1994,40.0,0.0
The Beverly Hillbillies,0,5.673735,1993-10-15,0.0,1993,0.0,0.0
Beverly Hills Cop III,50000000,11.787784,1994-05-24,119208989.0,1994,50.0,119.21
Black Beauty,0,8.398845,1994-07-29,0.0,1994,0.0,0.0
Blink,0,3.00282,1994-01-26,16668552.0,1994,0.0,16.67
Blown Away,0,13.155071,1994-07-01,30156002.0,1994,0.0,30.16
Blue Chips,0,6.131056,1994-02-18,0.0,1994,0.0,0.0
Blue Sky,0,4.993829,1994-09-16,0.0,1994,0.0,0.0
Body Snatchers,13000000,6.559693,1993-06-09,428868.0,1993,13.0,0.43
Boxing Helena,0,4.304224,1993-06-18,1796389.0,1993,0.0,1.8
A Bronx Tale,22000000,6.115628,1993-09-14,17287898.0,1993,22.0,17.29
Cabin Boy,0,1.679042,1994-01-07,3662459.0,1994,0.0,3.66
Calendar Girl,13000000,1.316741,1993-09-03,2570145.0,1993,13.0,2.57
Carlito's Way,30000000,8.698509,1993-11-10,36516012.0,1993,30.0,36.52
City Slickers II: The Legend of Curly's Gold,0,8.605703,1994-06-10,0.0,1994,0.0,0.0
Clean Slate,0,2.724621,1994-05-06,7355425.0,1994,0.0,7.36
Cliffhanger,70000000,9.830853,1993-05-28,255000211.0,1993,70.0,255.0
Coneheads,0,10.722729,1993-07-23,0.0,1993,0.0,0.0
Color of Night,40000000,14.228963,1994-08-19,19726050.0,1994,40.0,19.73
Cops & Robbersons,0,7.042878,1994-04-15,0.0,1994,0.0,0.0
The Cowboy Way,0,4.286279,1994-06-03,0.0,1994,0.0,0.0
Dangerous Game,0,2.70097,1993-11-19,0.0,1993,0.0,0.0
Dave,0,13.696394,1993-05-07,63000000.0,1993,0.0,63.0
Dazed and Confused,6900000,6.8652,1993-09-24,7993039.0,1993,6.9,7.99
Demolition Man,57000000,11.626116,1993-10-08,159055768.0,1993,57.0,159.06
The Endless Summer 2,0,0.408159,1994-06-03,0.0,1994,0.0,0.0
Even Cowgirls Get the Blues,8000000,2.970724,1994-05-13,0.0,1994,8.0,0.0
Fatal Instinct,0,3.555139,1993-10-29,0.0,1993,0.0,0.0
Farewell My Concubine,0,4.875827,1993-09-16,0.0,1993,0.0,0.0
The Favor,0,1.344876,1994-04-29,0.0,1994,0.0,0.0
Fearless,0,9.284624,1993-10-15,0.0,1993,0.0,0.0
Fear of a Black Hat,0,0.985441,1994-10-28,0.0,1994,0.0,0.0
With Honors,0,2.969003,1994-04-29,0.0,1994,0.0,0.0
Flesh and Bone,0,1.896869,1993-11-05,9488998.0,1993,0.0,9.49
Widows' Peak,0,0.409427,1994-05-13,0.0,1994,0.0,0.0
For Love or Money,30000000,8.468869,1993-10-01,11146270.0,1993,30.0,11.15
The Firm,42000000,9.678367,1993-06-30,270248367.0,1993,42.0,270.25
Free Willy,20000000,5.990572,1993-07-16,153698625.0,1993,20.0,153.7
Fresh,0,3.970215,1994-08-24,0.0,1994,0.0,0.0
The Fugitive,44000000,10.08937,1993-08-06,368875760.0,1993,44.0,368.88
Geronimo: An American Legend,35000000,4.653462,1993-12-10,18635620.0,1993,35.0,18.64
The Getaway,0,14.214403,1994-02-11,30.0,1994,0.0,0.0
Getting Even with Dad,30000000,2.410545,1994-06-17,0.0,1994,30.0,0.0
Go Fish,0,0.775898,1994-06-10,0.0,1994,0.0,0.0
A Good Man in Africa,0,5.22583,1994-07-14,0.0,1994,0.0,0.0
Guilty as Sin,0,5.385108,1993-06-04,22886222.0,1993,0.0,22.89
Hard Target,18000000,7.834351,1993-08-20,74189677.0,1993,18.0,74.19
Heaven & Earth,33000000,4.190541,1993-12-24,0.0,1993,33.0,0.0
Hot Shots! Part Deux,25000000,13.482371,1993-05-21,133752825.0,1993,25.0,133.75
Live Nude Girls,0,2.138959,1995-12-08,0.0,1995,0.0,0.0
The Englishman Who Went Up a Hill But Came Down a Mountain,0,5.331753,1995-05-12,0.0,1995,0.0,0.0
The House of the Spirits,25000000,10.687795,1993-10-19,0.0,1993,25.0,0.0
House Party 3,0,0.996047,1994-01-01,0.0,1994,0.0,0.0
The Hudsucker Proxy,30000000,7.550545,1994-03-11,0.0,1994,30.0,0.0
I'll Do Anything,40000000,1.742974,1994-02-04,0.0,1994,40.0,0.0
In the Army Now,0,6.071466,1994-08-12,28881266.0,1994,0.0,28.88
In the Line of Fire,40000000,12.637158,1993-07-08,176997168.0,1993,40.0,177.0
In the Name of the Father,13000000,7.405895,1993-12-12,65796862.0,1993,13.0,65.8
The Inkwell,0,0.613335,1994-04-22,8880705.0,1994,0.0,8.88
What's Love Got to Do with It,0,14.820883,1993-06-09,0.0,1993,0.0,0.0
Jimmy Hollywood,30000000,4.563989,1994-03-30,0.0,1994,30.0,0.0
Judgment Night,0,5.538671,1993-10-15,12136938.0,1993,0.0,12.14
Jurassic Park,63000000,8.863776,1993-06-11,920100000.0,1993,63.0,920.1
Kalifornia,9000000,8.4337,1993-09-01,2395231.0,1993,9.0,2.4
Killing Zoe,1500000,4.948569,1993-10-01,418961.0,1993,1.5,0.42
King of the Hill,0,4.375347,1993-08-20,0.0,1993,0.0,0.0
Lassie,0,3.645342,1994-07-22,0.0,1994,0.0,0.0
Last Action Hero,85000000,9.434006,1993-06-18,137298489.0,1993,85.0,137.3
Life With Mikey,0,6.446229,1993-06-04,0.0,1993,0.0,0.0
Lightning Jack,0,2.913584,1994-03-11,0.0,1994,0.0,0.0
M. Butterfly,0,6.516976,1993-09-09,1499795.0,1993,0.0,1.5
Made in America,22000000,5.43085,1993-05-27,0.0,1993,22.0,0.0
Malice,0,9.861672,1993-09-29,46405336.0,1993,0.0,46.41
The Man without a Face,0,5.997712,1993-08-25,24760338.0,1993,0.0,24.76
Manhattan Murder Mystery,13500000,8.939404,1993-08-18,11285588.0,1993,13.5,11.29
Menace II Society,3500000,5.260924,1993-05-26,27900000.0,1993,3.5,27.9
Executive Decision,55000000,13.106291,1996-03-15,121969216.0,1996,55.0,121.97
In the Realm of the Senses,0,8.932494,1976-05-15,0.0,1976,0.0,0.0
What Happened Was...,0,0.534606,1994-09-09,0.0,1994,0.0,0.0
Much Ado About Nothing,8000000,8.62724,1993-05-07,0.0,1993,8.0,0.0
Mr. Jones,0,6.579753,1993-10-08,0.0,1993,0.0,0.0
Mr. Wonderful,0,13.011091,1993-10-15,0.0,1993,0.0,0.0
Mrs. Doubtfire,25000000,11.16553,1993-11-24,441286195.0,1993,25.0,441.29
Naked,0,8.665198,1993-09-14,0.0,1993,0.0,0.0
The Next Karate Kid,12000000,9.9697,1994-07-18,15826984.0,1994,12.0,15.83
The New Age,0,0.596207,1994-09-16,0.0,1994,0.0,0.0
No Escape,20000000,9.715187,1994-04-29,15340000.0,1994,20.0,15.34
North,40000000,15.534707,1994-07-22,0.0,1994,40.0,0.0
Orlando,4000000,3.800785,1992-09-01,0.0,1992,4.0,0.0
A Perfect World,30000000,8.040589,1993-11-24,135130999.0,1993,30.0,135.13
Philadelphia,26000000,13.373006,1993-12-22,206678440.0,1993,26.0,206.68
The Piano,7000000,7.436758,1993-05-19,116700000.0,1993,7.0,116.7
Poetic Justice,14000000,6.972599,1993-07-23,27515786.0,1993,14.0,27.52
The Program,0,3.199976,1993-09-24,23042200.0,1993,0.0,23.04
The Puppet Masters,0,7.272296,1994-10-21,8638072.0,1994,0.0,8.64
Radioland Murders,0,8.506727,1994-10-21,0.0,1994,0.0,0.0
The Ref,11000000,5.868677,1994-03-09,11439193.0,1994,11.0,11.44
The Remains of the Day,11500000,12.222576,1993-11-05,23237911.0,1993,11.5,23.24
Renaissance Man,40000000,4.985157,1994-06-03,24332324.0,1994,40.0,24.33
Rising Sun,0,6.279082,1993-07-30,107198790.0,1993,0.0,107.2
The Road to Wellville,0,3.416181,1994-10-28,0.0,1994,0.0,0.0
RoboCop 3,22000000,8.685798,1993-04-17,10696210.0,1993,22.0,10.7
Robin Hood: Men in Tights,20000000,17.136672,1993-07-28,35739755.0,1993,20.0,35.74
Romeo Is Bleeding,11500000,9.796318,1993-09-13,3275585.0,1993,11.5,3.28
Romper Stomper,0,5.157926,1992-03-05,0.0,1992,0.0,0.0
Ruby in Paradise,800000,0.941994,1993-10-08,1001437.0,1993,0.8,1.0
Rudy,12000000,5.914833,1993-09-17,22750363.0,1993,12.0,22.75
The Saint of Fort Washington,0,1.065843,1993-11-03,0.0,1993,0.0,0.0
Savage Nights,0,1.031556,1992-08-19,0.0,1992,0.0,0.0
Schindler's List,22000000,41.725123,1993-11-29,321365567.0,1993,22.0,321.37
The Scout,0,5.715608,1994-09-30,0.0,1994,0.0,0.0
Searching for Bobby Fischer,0,12.048587,1993-08-13,7266383.0,1993,0.0,7.27
Second Best,0,0.882596,1994-09-30,0.0,1994,0.0,0.0
The Secret Garden,0,6.499523,1993-08-13,0.0,1993,0.0,0.0
Serial Mom,13000000,5.305311,1994-04-13,7820688.0,1994,13.0,7.82
The Shadow,25000000,7.881107,1994-07-01,48063435.0,1994,25.0,48.06
Shadowlands,22000000,2.96586,1993-12-25,0.0,1993,22.0,0.0
Short Cuts,0,8.829337,1993-09-05,6110979.0,1993,0.0,6.11
A Simple Twist of Fate,0,4.13516,1994-09-02,0.0,1994,0.0,0.0
Sirens,0,2.86213,1993-10-01,7770731.0,1993,0.0,7.77
Six Degrees of Separation,0,8.730025,1993-12-08,0.0,1993,0.0,0.0
Sleepless in Seattle,21000000,10.234919,1993-06-24,227799884.0,1993,21.0,227.8
Sliver,40000000,11.23297,1993-05-21,116300000.0,1993,40.0,116.3
Blade Runner,28000000,96.272374,1982-06-25,33139618.0,1982,28.0,33.14
Son in Law,0,9.122718,1993-07-02,36448200.0,1993,0.0,36.45
So I Married an Axe Murderer,20000000,8.051914,1993-07-30,11585483.0,1993,20.0,11.59
Striking Distance,30,13.390917,1993-09-17,0.0,1993,0.0,0.0
Harem,0,1.825468,1985-11-20,0.0,1985,0.0,0.0
Super Mario Bros.,48000000,7.198455,1993-05-28,20915465.0,1993,48.0,20.92
Surviving the Game,7400000,3.644641,1994-04-15,7690013.0,1994,7.4,7.69
Terminal Velocity,50000000,8.012225,1994-09-23,16478900.0,1994,50.0,16.48
Thirty Two Short Films About Glenn Gould,0,0.873068,1993-11-26,0.0,1993,0.0,0.0
Threesome,0,10.82236,1994-04-08,0.0,1994,0.0,0.0
The Nightmare Before Christmas,18000000,17.730913,1993-10-09,75634409.0,1993,18.0,75.63
The Three Musketeers,30000000,6.34785,1993-11-11,53898845.0,1993,30.0,53.9
Tombstone,25000000,11.338194,1993-12-25,56505065.0,1993,25.0,56.51
Trial by Jury,0,0.85586,1994-09-09,0.0,1994,0.0,0.0
True Romance,12500000,17.189328,1993-09-09,12281551.0,1993,12.5,12.28
The War Room,0,1.273617,1993-12-05,0.0,1993,0.0,0.0
The Pagemaster,27000000,7.436001,1994-11-23,13670688.0,1994,27.0,13.67
"Paris, France",0,0.741522,1994-02-04,0.0,1994,0.0,0.0
"The Beans of Egypt, Maine",0,0.38247,1994-01-01,0.0,1994,0.0,0.0
Killer,0,0.422224,1994-09-14,0.0,1994,0.0,0.0
Welcome to the Dollhouse,0,5.14056,1995-05-24,0.0,1995,0.0,0.0
Germinal,0,2.759302,1993-09-29,0.0,1993,0.0,0.0
Chasers,0,9.85327,1994-04-22,1596687.0,1994,0.0,1.6
Cronos,0,5.513024,1993-09-12,0.0,1993,0.0,0.0
Naked in New York,0,0.449733,1993-11-10,0.0,1993,0.0,0.0
Kika,0,3.647321,1993-10-28,0.0,1993,0.0,0.0
Bhaji on the Beach,0,0.441585,1994-01-21,0.0,1994,0.0,0.0
Little Big League,0,1.960563,1994-06-29,0.0,1994,0.0,0.0
The Slingshot,0,1.764582,1993-09-24,0.0,1993,0.0,0.0
Wide Eyed and Legless,0,0.00015,1993-09-05,0.0,1993,0.0,0.0
Foreign Student,0,0.002789,1994-07-29,0.0,1994,0.0,0.0
"Ciao, Professore!",0,3.456868,1992-10-01,0.0,1992,0.0,0.0
Spanking the Monkey,200000,2.799575,1994-01-15,0.0,1994,0.2,0.0
The Little Rascals,0,6.707109,1994-08-05,67308282.0,1994,0.0,67.31
À la mode,0,8.2e-05,1993-09-10,0.0,1993,0.0,0.0
Andre,0,3.139316,1994-08-17,0.0,1994,0.0,0.0
The Escort,0,0.046196,1993-01-01,0.0,1993,0.0,0.0
Princess Caraboo,0,1.943323,1994-09-16,3021629.0,1994,0.0,3.02
The Celluloid Closet,0,6.784687,1996-01-30,0.0,1996,0.0,0.0
Café au Lait,0,1.040873,1993-01-01,0.0,1993,0.0,0.0
Dear Diary,0,2.904734,1993-10-12,0.0,1993,0.0,0.0
I Don't Want to Talk About It,0,1.213481,1993-05-20,0.0,1993,0.0,0.0
The Brady Bunch Movie,0,4.233092,1995-02-16,0.0,1995,0.0,0.0
Home Alone,18000000,0.702543,1990-11-09,476684675.0,1990,18.0,476.68
Ghost,22000000,11.945397,1990-07-12,505000000.0,1990,22.0,505.0
Aladdin,28000000,16.357419,1992-11-25,504050219.0,1992,28.0,504.05
Terminator 2: Judgment Day,100000000,22.661695,1991-07-01,520000000.0,1991,100.0,520.0
Dances with Wolves,22000000,11.654349,1990-11-09,424208848.0,1990,22.0,424.21
Tough and Deadly,0,0.426887,1995-02-14,0.0,1995,0.0,0.0
Batman,35000000,19.10673,1989-06-23,411348924.0,1989,35.0,411.35
The Silence of the Lambs,19000000,4.307222,1991-02-01,272742922.0,1991,19.0,272.74
Snow White and the Seven Dwarfs,1488423,16.263878,1937-12-20,184925486.0,1937,1.49,184.93
Beauty and the Beast,25000000,23.433511,1991-11-13,377350553.0,1991,25.0,377.35
Pinocchio,2600000,14.202284,1940-02-23,84300000.0,1940,2.6,84.3
Pretty Woman,14000000,13.348451,1990-03-23,463000000.0,1990,14.0,463.0
Window to Paris,0,0.345748,1993-12-01,0.0,1993,0.0,0.0
The Wild Bunch,6244087,11.722424,1969-06-17,638641.0,1969,6.24,0.64
Love and a .45,0,3.40523,1994-11-23,0.0,1994,0.0,0.0
The Wooden Man's Bride,0,0.088451,1994-02-05,0.0,1994,0.0,0.0
A Great Day in Harlem,0,0.076352,1994-09-27,0.0,1994,0.0,0.0
Bye Bye Love,0,2.47308,1995-03-16,0.0,1995,0.0,0.0
One Fine Day,0,7.009946,1996-12-20,97529550.0,1996,0.0,97.53
Candyman: Farewell to the Flesh,0,4.983552,1995-03-17,13940383.0,1995,0.0,13.94
Century,0,1.461029,1993-12-31,0.0,1993,0.0,0.0
Fargo,7000000,12.61469,1996-04-05,60611975.0,1996,7.0,60.61
Homeward Bound II: Lost in San Francisco,0,14.657754,1996-03-08,32709423.0,1996,0.0,32.71
Heavy Metal,9300000,7.640073,1981-08-07,0.0,1981,9.3,0.0
Hellraiser: Bloodline,4000000,5.263187,1996-03-08,16675000.0,1996,4.0,16.68
The Pallbearer,8000000,8.174116,1996-05-03,0.0,1996,8.0,0.0
Jane Eyre,0,2.420301,1996-02-09,0.0,1996,0.0,0.0
Loaded,500000,0.618066,1996-04-12,0.0,1996,0.5,0.0
Bread and Chocolate,0,1.306628,1974-05-05,0.0,1974,0.0,0.0
The Aristocats,4000000,9.834047,1970-12-23,55675257.0,1970,4.0,55.68
The Flower of My Secret,0,2.286788,1995-09-22,0.0,1995,0.0,0.0
Two Much,0,1.620174,1996-02-14,0.0,1996,0.0,0.0
Ed,0,5.174212,1996-03-15,0.0,1996,0.0,0.0
Scream of Stone,0,0.736081,1991-01-01,0.0,1991,0.0,0.0
My Favorite Season,0,0.516924,1993-05-14,0.0,1993,0.0,0.0
A Modern Affair,0,0.173207,1996-09-06,0.0,1996,0.0,0.0
Condition Red,0,0.793932,1995-12-08,0.0,1995,0.0,0.0
Halfaouine: Boy of the Terraces,0,1.983301,1990-01-01,0.0,1990,0.0,0.0
A Thin Line Between Love and Hate,0,2.256747,1996-04-04,0.0,1996,0.0,0.0
The Last Supper,0,4.619915,1995-09-08,442965.0,1995,0.0,0.44
Primal Fear,30000000,10.326213,1996-04-03,102616183.0,1996,30.0,102.62
Rude,0,0.065827,1995-09-08,0.0,1995,0.0,0.0
Carried Away,0,1.67218,1996-01-26,0.0,1996,0.0,0.0
All Dogs Go to Heaven 2,0,5.028897,1996-03-29,8620678.0,1996,0.0,8.62
Land and Freedom,0,6.144235,1995-01-01,0.0,1995,0.0,0.0
Denise Calls Up,0,0.466476,1995-05-17,0.0,1995,0.0,0.0
Theodore Rex,33500000,2.583686,1995-12-14,0.0,1995,33.5,0.0
A Family Thing,0,6.207993,1996-03-29,0.0,1996,0.0,0.0
Frisk,0,0.319215,1996-03-22,0.0,1996,0.0,0.0
Sgt. Bilko,0,5.70904,1996-03-29,0.0,1996,0.0,0.0
Jack & Sarah,0,1.523446,1995-06-02,218626.0,1995,0.0,0.22
Girl 6,12000000,4.405169,1996-03-22,4939939.0,1996,12.0,4.94
Diabolique,0,4.530079,1996-03-22,0.0,1996,0.0,0.0
"Little Indian, Big City",0,4.728163,1994-12-14,0.0,1994,0.0,0.0
Roula,0,0.149157,1995-09-11,0.0,1995,0.0,0.0
Peanuts – Die Bank zahlt alles,0,0.066123,1996-03-21,0.0,1996,0.0,0.0
Happy Weekend,0,0.002229,1996-03-14,65335.0,1996,0.0,0.07
Nelly and Monsieur Arnaud,0,1.784647,1996-04-12,0.0,1996,0.0,0.0
Courage Under Fire,46000000,11.595316,1996-07-04,100860818.0,1996,46.0,100.86
Mission: Impossible,80000000,15.793477,1996-05-22,457696359.0,1996,80.0,457.7
Cold Fever,0,0.494977,1995-02-10,0.0,1995,0.0,0.0
Moll Flanders,0,2.337263,1996-06-14,0.0,1996,0.0,0.0
The Superwife,0,0.821299,1996-03-06,0.0,1996,0.0,0.0
"301, 302",0,0.396626,1995-04-22,0.0,1995,0.0,0.0
DragonHeart,57000000,23.63659,1996-05-31,115267375.0,1996,57.0,115.27
Und keiner weint mir nach,0,0.439989,1996-02-29,0.0,1996,0.0,0.0
My Mother's Courage,0,0.622885,1995-09-12,0.0,1995,0.0,0.0
Eddie,0,3.09233,1996-05-31,0.0,1996,0.0,0.0
Yankee Zulu,0,1.558066,1993-12-01,0.0,1993,0.0,0.0
Billy's Holiday,0,0.002444,1995-07-26,0.0,1995,0.0,0.0
Purple Noon,0,3.804493,1960-03-10,0.0,1960,0.0,0.0
August,0,0.987434,1996-08-08,0.0,1996,0.0,0.0
James and the Giant Peach,38000000,13.217623,1996-04-12,28921264.0,1996,38.0,28.92
Fear,0,6.954926,1996-04-12,0.0,1996,0.0,0.0
Kids in the Hall: Brain Candy,0,2.299851,1996-04-02,0.0,1996,0.0,0.0
Faithful,13000000,1.296862,1996-04-03,9789900.0,1996,13.0,9.79
Underground,14000000,14.587894,1995-04-11,0.0,1995,14.0,0.0
All Things Fair,0,3.582047,1995-03-08,0.0,1995,0.0,0.0
Bloodsport II,0,3.085207,1996-03-01,684351.0,1996,0.0,0.68
Pather Panchali,0,3.900709,1955-08-26,536364.0,1955,0.0,0.54
The World of Apu,0,2.381806,1959-05-01,16000.0,1959,0.0,0.02
Mystery Science Theater 3000: The Movie,0,2.985163,1996-04-19,0.0,1996,0.0,0.0
Tarantella,0,0.001662,1996-03-15,0.0,1996,0.0,0.0
Space Jam,80000000,11.054251,1996-11-15,250200000.0,1996,80.0,250.2
Barbarella,9000000,14.304205,1968-10-10,2500000.0,1968,9.0,2.5
Hostile Intentions,0,0.062388,1995-01-01,0.0,1995,0.0,0.0
They Bite,0,0.466991,1996-01-01,0.0,1996,0.0,0.0
Some Folks Call It a Sling Blade,0,0.459376,1994-03-26,0.0,1994,0.0,0.0
The Run of the Country,0,0.117662,1995-09-22,0.0,1995,0.0,0.0
Alphaville,220000,4.658149,1965-05-05,0.0,1965,0.22,0.0
Coup de Torchon,0,2.272213,1981-11-04,0.0,1981,0.0,0.0
Tigrero: A Film That Was Never Made,0,0.18343,1994-01-01,0.0,1994,0.0,0.0
The Eye of Vichy,0,0.004117,1993-05-20,0.0,1993,0.0,0.0
Windows,0,0.400023,1980-01-18,0.0,1980,0.0,0.0
It's My Party,0,2.791667,1996-03-22,0.0,1996,0.0,0.0
Country Life,0,0.487357,1994-10-27,0.0,1994,0.0,0.0
Operation Dumbo Drop,0,4.357971,1995-07-28,0.0,1995,0.0,0.0
The Promise,0,0.122178,1995-02-16,0.0,1995,0.0,0.0
Mrs. Winterbourne,25000000,9.1861,1996-04-19,10070000.0,1996,25.0,10.07
Solo,0,1.899069,1996-10-23,0.0,1996,0.0,0.0
Under The Domim Tree,0,0.71066,1994-01-01,0.0,1994,0.0,0.0
The Substitute,0,10.68537,1996-04-19,0.0,1996,0.0,0.0
True Crime,0,1.217249,1996-03-12,0.0,1996,0.0,0.0
Butterfly Kiss,0,0.877853,1995-08-18,0.0,1995,0.0,0.0
Feeling Minnesota,0,10.298582,1996-09-13,0.0,1996,0.0,0.0
Delta of Venus,0,1.099187,1995-06-09,62949.0,1995,0.0,0.06
To Cross the Rubicon,0,0.006854,1991-01-01,0.0,1991,0.0,0.0
Angus,0,2.25008,1995-09-15,0.0,1995,0.0,0.0
Priest Daens,0,0.755047,1992-09-01,0.0,1992,0.0,0.0
Faces,275000,7.918418,1968-11-24,0.0,1968,0.28,0.0
Boys,0,1.579153,1996-05-10,0.0,1996,0.0,0.0
The Quest,30000000,7.941972,1996-04-19,57400547.0,1996,30.0,57.4
Cosi,0,0.947007,1996-03-04,0.0,1996,0.0,0.0
Sunset Park,0,1.231692,1996-04-26,0.0,1996,0.0,0.0
Mulholland Falls,0,5.79463,1996-04-26,0.0,1996,0.0,0.0
The Truth About Cats & Dogs,0,5.121203,1996-04-26,0.0,1996,0.0,0.0
Oliver & Company,31000000,10.813579,1988-11-18,74151346.0,1988,31.0,74.15
Celtic Pride,0,1.940747,1996-04-19,0.0,1996,0.0,0.0
Flipper,25530000,4.557006,1996-05-17,20080020.0,1996,25.53,20.08
Captives,0,1.926109,1994-05-03,0.0,1994,0.0,0.0
Of Love and Shadows,0,0.709209,1994-05-10,0.0,1994,0.0,0.0
Dead Man,9000000,6.505272,1995-12-23,0.0,1995,9.0,0.0
The Horseman on the Roof,35000000,1.690768,1995-09-20,15000000.0,1995,35.0,15.0
Switchblade Sisters,0,6.035166,1975-01-05,0.0,1975,0.0,0.0
Mouth to Mouth,0,1.133409,1995-11-10,0.0,1995,0.0,0.0
The Visitors,0,7.326169,1993-01-27,0.0,1993,0.0,0.0
Multiplicity,45000000,8.768806,1996-07-19,0.0,1996,45.0,0.0
"The Haunted World of Edward D. Wood, Jr.",0,0.037443,1996-05-01,0.0,1996,0.0,0.0
Two Friends,0,0.003949,2002-03-20,0.0,2002,0.0,0.0
The Craft,15000000,12.860385,1996-05-03,24769466.0,1996,15.0,24.77
The Great White Hype,0,3.321765,1996-05-03,0.0,1996,0.0,0.0
Last Dance,0,1.196686,1996-05-02,5.0,1996,0.0,0.0
Cold Comfort Farm,0,1.92386,1995-01-01,0.0,1995,0.0,0.0
